College_Code,College_Name,Branch_Code,Branch_Name,Category,Cutoff_Rank,Year,Round,Table_Number
,,CS Computers,--,,99964.0,2024,1,40
,,CS Computers,--,,99964.0,2024,1,39
,,CS Computers,--,,100071.0,2024,1,28
,,CS Computers,--,,100156.0,2024,1,29
,,CS Computers,--,,100257.0,2024,1,16
,,CS Computers,--,,100492.0,2024,1,30
,,CS Computers,--,,100568.0,2024,1,35
,,CS Computers,--,,100701.0,2024,1,31
,,CS Computers,--,,100746.0,2024,1,3
,,CS Computers,--,,100794.0,2024,1,10
,,CS Computers,--,,100794.0,2024,1,10
,,CS Computers,"--
--",,101048.0,2024,1,50
,,CS Computers,93217,,101292.0,2024,1,9
,,CS Computers,117232,,101292.0,2024,1,9
,,CS Computers,117232,,101292.0,2024,1,9
,,CS Computers,--,,101342.0,2024,1,28
,,CS Computers,--,,101464.0,2024,1,13
,,CS Computers,--,,101519.0,2024,1,24
,,CS Computers,--,,101519.0,2024,1,13
,,CS Computers,--,,101520.0,2024,1,39
,,CS Computers,--,,101836.0,2024,1,23
,,CS Computers,,,101863.0,2024,1,40
,,CS Computers,--,,101981.0,2024,1,34
,,CS Computers,,,101986.0,2024,1,40
,,CS Computers,--,,102326.0,2024,1,29
,,CS Computers,116933,,102427.0,2024,1,31
,,CS Computers,"29153
--",,102501.0,2024,1,25
,,CS Computers,44265,,102756.0,2024,1,5
,,CS Computers,93246,,102824.0,2024,1,38
,,CS Computers,--,,102978.0,2024,1,39
,,CS Computers,--,,103070.0,2024,1,7
,,CS Computers,100739,,103236.0,2024,1,23
,,CS Computers,--,,103271.0,2024,1,43
,,CS Computers,--,,103298.0,2024,1,42
,,CS Computers,101375,,103371.0,2024,1,14
,,CS Computers,--,,103377.0,2024,1,27
,,CS Computers,--,,103379.0,2024,1,26
,,CS Computers,--,,103447.0,2024,1,6
,,CS Computers,116933,,103757.0,2024,1,31
,,CS Computers,98185,,103760.0,2024,1,46
,,CS Computers,106875,,103760.0,2024,1,47
,,CS Computers,--,,103795.0,2024,1,51
,,CS Computers,--,,103901.0,2024,1,21
,,CS Computers,--,,103901.0,2024,1,48
,,CS Computers,--,,103946.0,2024,1,36
,,CS Computers,--,,104103.0,2024,1,16
,,CS Computers,64900,,104359.0,2024,1,48
,,CS Computers,49803,,104364.0,2024,1,44
,,CS Computers,--,,104510.0,2024,1,30
,,CS Computers,131253,,104689.0,2024,1,49
,,CS Computers,--,,104765.0,2024,1,32
,,CS Computers,--,,104911.0,2024,1,38
,,CS Computers,--,,104911.0,2024,1,37
,,CS Computers,--,,105034.0,2024,1,39
,,CS Computers,--,,105082.0,2024,1,44
,,CS Computers,--,,105082.0,2024,1,43
,,CS Computers,--,,105121.0,2024,1,26
,,CS Computers,--,,105121.0,2024,1,26
,,CS Computers,"--
--",,105269.0,2024,1,49
,,CS Computers,--,,105298.0,2024,1,7
,,CS Computers,--,,105298.0,2024,1,7
,,CS Computers,--,,105425.0,2024,1,20
,,CS Computers,--,,105610.0,2024,1,24
,,CS Computers,--,,105705.0,2024,1,36
,,CS Computers,,,105833.0,2024,1,39
,,CS Computers,--,,106205.0,2024,1,46
,,CS Computers,122320,,106373.0,2024,1,39
,,CS Computers,--,,106477.0,2024,1,31
,,CS Computers,--,,106557.0,2024,1,51
,,CS Computers,--,,106813.0,2024,1,35
,,CS Computers,--,,106813.0,2024,1,25
,,CS Computers,41805,,106986.0,2024,1,12
,,CS Computers,119993,,107277.0,2024,1,48
,,CS Computers,--,,108022.0,2024,1,40
,,CS Computers,--,,108750.0,2024,1,43
,,CS Computers,241625,,108750.0,2024,1,46
,,CS Computers,--,,108898.0,2024,1,16
,,CS Computers,81301,,109068.0,2024,1,48
,,CS Computers,122447,,109285.0,2024,1,37
,,CS Computers,--,,109307.0,2024,1,22
,,CS Computers,"75009
--",,109430.0,2024,1,51
,,CS Computers,106434,,109590.0,2024,1,49
,,CS Computers,--,,109916.0,2024,1,38
,,CS Computers,--,,110022.0,2024,1,30
,,CS Computers,--,,110022.0,2024,1,30
,,CS Computers,--,,110327.0,2024,1,52
,,CS Computers,94024,,110921.0,2024,1,8
,,CS Computers,--,,110923.0,2024,1,49
,,CS Computers,--,,110966.0,2024,1,36
,,CS Computers,98185,,111000.0,2024,1,46
,,CS Computers,69387,,111064.0,2024,1,10
,,CS Computers,81822,,111372.0,2024,1,30
,,CS Computers,90092,,111372.0,2024,1,30
,,CS Computers,127954,,111570.0,2024,1,34
,,CS Computers,--,,111669.0,2024,1,20
,,CS Computers,--,,111704.0,2024,1,35
,,CS Computers,--,,111704.0,2024,1,24
,,CS Computers,84576,,111777.0,2024,1,48
,,CS Computers,56621,,112049.0,2024,1,12
,,CS Computers,--,,112214.0,2024,1,28
,,CS Computers,--,,112214.0,2024,1,28
,,CS Computers,--,,112214.0,2024,1,28
,,CS Computers,84159,,112240.0,2024,1,23
,,CS Computers,63032,,112316.0,2024,1,12
,,CS Computers,--,,112358.0,2024,1,18
,,CS Computers,--,,112363.0,2024,1,6
,,CS Computers,--,,112390.0,2024,1,40
,,CS Computers,--,,113287.0,2024,1,40
,,CS Computers,--,,113293.0,2024,1,25
,,CS Computers,94024,,113345.0,2024,1,8
,,CS Computers,--,,113345.0,2024,1,10
,,CS Computers,--,,113469.0,2024,1,37
,,CS Computers,--,,113916.0,2024,1,38
,,CS Computers,--,,114519.0,2024,1,34
,,CS Computers,--,,114673.0,2024,1,32
,,CS Computers,--,,114851.0,2024,1,26
,,CS Computers,--,,114851.0,2024,1,31
,,CS Computers,--,,114859.0,2024,1,28
,,CS Computers,--,,114859.0,2024,1,28
,,CS Computers,,,114909.0,2024,1,40
,,CS Computers,117232,,115057.0,2024,1,9
,,CS Computers,,,115314.0,2024,1,29
,,CS Computers,--,,115533.0,2024,1,26
,,CS Computers,--,,115533.0,2024,1,30
,,CS Computers,93217,,115573.0,2024,1,9
,,CS Computers,98185 237871,,115573.0,2024,1,30
,,CS Computers,--,,115709.0,2024,1,10
,,CS Computers,--,,116061.0,2024,1,13
,,CS Computers,127954,,116370.0,2024,1,34
,,CS Computers,--,,116517.0,2024,1,16
,,CS Computers,90092,,116752.0,2024,1,30
,,CS Computers,93217,,116819.0,2024,1,9
,,CS Computers,--,,116849.0,2024,1,4
,,CS Computers,--,,116886.0,2024,1,33
,,CS Computers,--,,117056.0,2024,1,22
,,CS Computers,--,,117213.0,2024,1,35
,,CS Computers,--,,117213.0,2024,1,35
,,CS Computers,101375,,117723.0,2024,1,14
,,CS Computers,--,,117723.0,2024,1,39
,,CS Computers,101375,,118165.0,2024,1,10
,,CS Computers,--,,118213.0,2024,1,42
,,CS Computers,--,,118597.0,2024,1,13
,,CS Computers,--,,118687.0,2024,1,17
,,CS Computers,--,,118849.0,2024,1,47
,,CS Computers,--,,118885.0,2024,1,10
,,CS Computers,200579,,119546.0,2024,1,31
,,CS Computers,103797,,119776.0,2024,1,39
,,CS Computers,,,119776.0,2024,1,17
,,CS Computers,149728,,119889.0,2024,1,35
,,CS Computers,241625,,119895.0,2024,1,46
,,CS Computers,--,,120641.0,2024,1,33
,,CS Computers,,,121465.0,2024,1,39
,,CS Computers,64900,,121465.0,2024,1,12
,,CS Computers,--,,121829.0,2024,1,23
,,CS Computers,101375,,121911.0,2024,1,10
,,CS Computers,--,,121935.0,2024,1,27
,,CS Computers,--,,121935.0,2024,1,27
,,CS Computers,--,,121995.0,2024,1,31
,,CS Computers,122447,,122104.0,2024,1,37
,,CS Computers,73835,,122131.0,2024,1,7
,,CS Computers,--,,122206.0,2024,1,18
,,CS Computers,--,,122837.0,2024,1,24
,,CS Computers,--,,123012.0,2024,1,19
,,CS Computers,--,,123188.0,2024,1,7
,,CS Computers,"132156
--",,123350.0,2024,1,49
,,CS Computers,112302,,123538.0,2024,1,10
,,CS Computers,--,,123737.0,2024,1,31
,,CS Computers,--,,124074.0,2024,1,19
,,CS Computers,--,,124167.0,2024,1,16
,,CS Computers,--,,124335.0,2024,1,51
,,CS Computers,--,,124346.0,2024,1,15
,,CS Computers,--,,124884.0,2024,1,41
,,CS Computers,--,,125051.0,2024,1,16
,,CS Computers,125562,,125383.0,2024,1,14
,,CS Computers,--,,125395.0,2024,1,30
,,CS Computers,--,,125598.0,2024,1,23
,,CS Computers,--,,125598.0,2024,1,19
,,CS Computers,--,,125658.0,2024,1,38
,,CS Computers,--,,125998.0,2024,1,33
,,CS Computers,--,,126082.0,2024,1,3
,,CS Computers,129015,,126538.0,2024,1,50
,,CS Computers,127051,,127172.0,2024,1,21
,,CS Computers,--,,127508.0,2024,1,27
,,CS Computers,--,,127818.0,2024,1,32
,,CS Computers,"63788
--
--
61057",,127820.0,2024,1,19
,,CS Computers,--,,128174.0,2024,1,26
,,CS Computers,--,,128273.0,2024,1,18
,,CS Computers,--,,128368.0,2024,1,23
,,CS Computers,122320,,128609.0,2024,1,39
,,CS Computers,--,,128878.0,2024,1,25
,,CS Computers,--,,129022.0,2024,1,34
,,CS Computers,88079,,129262.0,2024,1,13
,,CS Computers,--,,129379.0,2024,1,40
,,CS Computers,--,,129707.0,2024,1,28
,,CS Computers,--,,129815.0,2024,1,7
,,CS Computers,--,,130367.0,2024,1,33
,,CS Computers,--,,130468.0,2024,1,27
,,CS Computers,--,,130468.0,2024,1,27
,,CS Computers,--,,130507.0,2024,1,35
,,CS Computers,--,,130520.0,2024,1,21
,,CS Computers,131253,,130828.0,2024,1,49
,,CS Computers,61403,,130987.0,2024,1,37
,,CS Computers,--,,131024.0,2024,1,37
,,CS Computers,--,,131131.0,2024,1,22
,,CS Computers,45541,,131197.0,2024,1,13
,,CS Computers,--,,131716.0,2024,1,6
,,CS Computers,--,,131841.0,2024,1,38
,,CS Computers,165719,,132090.0,2024,1,40
,,CS Computers,116230,,132212.0,2024,1,33
,,CS Computers,--,,132432.0,2024,1,36
,,CS Computers,--,,133145.0,2024,1,5
,,CS Computers,165719,,133148.0,2024,1,40
,,CS Computers,--,,133203.0,2024,1,24
,,CS Computers,--,,133506.0,2024,1,20
,,CS Computers,--,,133704.0,2024,1,31
,,CS Computers,--,,134511.0,2024,1,32
,,CS Computers,20768,,134534.0,2024,1,24
,,CS Computers,--,,134888.0,2024,1,43
,,CS Computers,--,,134909.0,2024,1,35
,,CS Computers,80630,,135199.0,2024,1,10
,,CS Computers,--,,135271.0,2024,1,39
,,CS Computers,151425,,135470.0,2024,1,9
,,CS Computers,50954,,135494.0,2024,1,45
,,CS Computers,--,,135568.0,2024,1,23
,,CS Computers,117450,,135856.0,2024,1,47
,,CS Computers,--,,135985.0,2024,1,33
,,CS Computers,--,,135990.0,2024,1,26
,,CS Computers,--,,136475.0,2024,1,21
,,CS Computers,--,,136475.0,2024,1,21
,,CS Computers,150623,,136552.0,2024,1,36
,,CS Computers,"94254
--",,136728.0,2024,1,4
,,CS Computers,--,,136865.0,2024,1,20
,,CS Computers,75590,,136960.0,2024,1,17
,,CS Computers,75590,,137027.0,2024,1,17
,,CS Computers,46411,,137231.0,2024,1,18
,,CS Computers,--,,137254.0,2024,1,28
,,CS Computers,57826,,137266.0,2024,1,42
,,CS Computers,67401,,137550.0,2024,1,43
,,CS Computers,--,,137717.0,2024,1,7
,,CS Computers,--,,137762.0,2024,1,38
,,CS Computers,117450,,138075.0,2024,1,47
,,CS Computers,--,,138197.0,2024,1,27
,,CS Computers,--,,138283.0,2024,1,50
,,CS Computers,--,,138298.0,2024,1,10
,,CS Computers,--,,138298.0,2024,1,10
,,CS Computers,--,,138685.0,2024,1,50
,,CS Computers,149728,,138769.0,2024,1,9
,,CS Computers,--,,138769.0,2024,1,26
,,CS Computers,80498,,138778.0,2024,1,6
,,CS Computers,--,,138916.0,2024,1,39
,,CS Computers,--,,139037.0,2024,1,41
,,CS Computers,200579,,139037.0,2024,1,31
,,CS Computers,--,,139086.0,2024,1,39
,,CS Computers,--,,139187.0,2024,1,23
,,CS Computers,--,,139544.0,2024,1,38
,,CS Computers,--,,139720.0,2024,1,21
,,CS Computers,93630,,139742.0,2024,1,31
,,CS Computers,39214,,139915.0,2024,1,17
,,CS Computers,49878,,140253.0,2024,1,5
,,CS Computers,--,,140504.0,2024,1,14
,,CS Computers,--,,140761.0,2024,1,16
,,CS Computers,--,,141032.0,2024,1,17
,,CS Computers,98185,,141099.0,2024,1,46
,,CS Computers,122320,,141355.0,2024,1,39
,,CS Computers,46666,,142314.0,2024,1,45
,,CS Computers,119768,,142428.0,2024,1,23
,,CS Computers,--,,142428.0,2024,1,15
,,CS Computers,"--
--",,142468.0,2024,1,8
,,CS Computers,--,,142508.0,2024,1,32
,,CS Computers,47512,,142579.0,2024,1,17
,,CS Computers,"132156
--",,143303.0,2024,1,49
,,CS Computers,--,,143303.0,2024,1,17
,,CS Computers,--,,143750.0,2024,1,31
,,CS Computers,--,,143750.0,2024,1,31
,,CS Computers,--,,143756.0,2024,1,33
,,CS Computers,--,,143887.0,2024,1,41
,,CS Computers,--,,144345.0,2024,1,19
,,CS Computers,95179,,144596.0,2024,1,7
,,CS Computers,149728,,144854.0,2024,1,9
,,CS Computers,"70292
--
--
74007",,145324.0,2024,1,19
,,CS Computers,--,,145772.0,2024,1,14
,,CS Computers,--,,145802.0,2024,1,45
,,CS Computers,--,,145814.0,2024,1,30
,,CS Computers,--,,147022.0,2024,1,28
,,CS Computers,--,,147022.0,2024,1,28
,,CS Computers,--,,147051.0,2024,1,31
,,CS Computers,"90239
--",,147212.0,2024,1,25
,,CS Computers,--,,147682.0,2024,1,36
,,CS Computers,--,,147688.0,2024,1,38
,,CS Computers,"--
--",,148028.0,2024,1,25
,,CS Computers,--,,148073.0,2024,1,45
,,CS Computers,--,,148098.0,2024,1,24
,,CS Computers,--,,148403.0,2024,1,22
,,CS Computers,58882,,148530.0,2024,1,40
,,CS Computers,172959,,148562.0,2024,1,14
,,CS Computers,84576,,148774.0,2024,1,49
,,CS Computers,,,148774.0,2024,1,29
,,CS Computers,129015,,149161.0,2024,1,50
,,CS Computers,--,,149323.0,2024,1,20
,,CS Computers,"--
--",,149530.0,2024,1,25
,,CS Computers,--,,149649.0,2024,1,48
,,CS Computers,125562,,150290.0,2024,1,14
,,CS Computers,172959,,150290.0,2024,1,14
,,CS Computers,63422,,150357.0,2024,1,29
,,CS Computers,--,,150358.0,2024,1,29
,,CS Computers,165719,,150682.0,2024,1,40
,,CS Computers,--,,150694.0,2024,1,10
,,CS Computers,--,,151260.0,2024,1,35
,,CS Computers,73314,,151366.0,2024,1,22
,,CS Computers,--,,151558.0,2024,1,20
,,CS Computers,129015,,151639.0,2024,1,49
,,CS Computers,--,,151853.0,2024,1,51
,,CS Computers,--,,151988.0,2024,1,8
,,CS Computers,--,,152112.0,2024,1,26
,,CS Computers,--,,152603.0,2024,1,25
,,CS Computers,93217,,153273.0,2024,1,9
,,CS Computers,79646,,153506.0,2024,1,33
,,CS Computers,--,,153625.0,2024,1,38
,,CS Computers,71995,,153781.0,2024,1,36
,,CS Computers,--,,154204.0,2024,1,13
,,CS Computers,--,,155155.0,2024,1,36
,,CS Computers,--,,155155.0,2024,1,37
,,CS Computers,80854,,155303.0,2024,1,7
,,CS Computers,149728,,155501.0,2024,1,35
,,CS Computers,46990,,156416.0,2024,1,24
,,CS Computers,--,,156538.0,2024,1,46
,,CS Computers,93217,,156630.0,2024,1,9
,,CS Computers,72511,,157407.0,2024,1,29
,,CS Computers,43090,,157582.0,2024,1,31
,,CS Computers,86016,,157947.0,2024,1,24
,,CS Computers,85434,,158155.0,2024,1,31
,,CS Computers,--,,158180.0,2024,1,14
,,CS Computers,--,,158360.0,2024,1,30
,,CS Computers,--,,158481.0,2024,1,8
,,CS Computers,,,158544.0,2024,1,40
,,CS Computers,84576,,158544.0,2024,1,48
,,CS Computers,--,,159486.0,2024,1,6
,,CS Computers,--,,159524.0,2024,1,30
,,CS Computers,150623,,159699.0,2024,1,36
,,CS Computers,54833,,160226.0,2024,1,33
,,CS Computers,--,,160279.0,2024,1,34
,,CS Computers,122320,,160628.0,2024,1,39
,,CS Computers,77357,,161084.0,2024,1,49
,,CS Computers,119993,,161084.0,2024,1,48
,,CS Computers,170177,,161651.0,2024,1,46
,,CS Computers,85077,,161684.0,2024,1,43
,,CS Computers,--,,161715.0,2024,1,21
,,CS Computers,--,,161715.0,2024,1,21
,,CS Computers,--,,162712.0,2024,1,36
,,CS Computers,--,,162712.0,2024,1,37
,,CS Computers,116933,,163066.0,2024,1,31
,,CS Computers,--,,163804.0,2024,1,43
,,CS Computers,--,,164024.0,2024,1,33
,,CS Computers,40650,,164901.0,2024,1,36
,,CS Computers,93844,,165080.0,2024,1,23
,,CS Computers,--,,165215.0,2024,1,13
,,CS Computers,--,,166046.0,2024,1,28
,,CS Computers,--,,166046.0,2024,1,28
,,CS Computers,--,,166359.0,2024,1,36
,,CS Computers,--,,166359.0,2024,1,37
,,CS Computers,--,,166362.0,2024,1,30
,,CS Computers,224821,,167822.0,2024,1,23
,,CS Computers,64075,,167943.0,2024,1,34
,,CS Computers,--,,168653.0,2024,1,33
,,CS Computers,--,,168887.0,2024,1,32
,,CS Computers,,,168915.0,2024,1,40
,,CS Computers,69653,,170761.0,2024,1,26
,,CS Computers,112302,,170765.0,2024,1,10
,,CS Computers,,,171368.0,2024,1,17
,,CS Computers,--,,171480.0,2024,1,38
,,CS Computers,--,,171848.0,2024,1,37
,,CS Computers,117450,,171887.0,2024,1,47
,,CS Computers,--,,172203.0,2024,1,35
,,CS Computers,--,,172829.0,2024,1,44
,,CS Computers,51496,,173230.0,2024,1,37
,,CS Computers,169320,,173374.0,2024,1,36
,,CS Computers,169320,,173374.0,2024,1,37
,,CS Computers,"75982
--",,173400.0,2024,1,25
,,CS Computers,--,,174318.0,2024,1,32
,,CS Computers,--,,175161.0,2024,1,39
,,CS Computers,--,,175337.0,2024,1,22
,,CS Computers,100122,,175675.0,2024,1,35
,,CS Computers,81474,,176853.0,2024,1,26
,,CS Computers,--,,177380.0,2024,1,19
,,CS Computers,94024,,177676.0,2024,1,8
,,CS Computers,--,,178062.0,2024,1,24
,,CS Computers,98675,,178425.0,2024,1,11
,,CS Computers,100739,,178530.0,2024,1,23
,,CS Computers,--,,178574.0,2024,1,25
,,CS Computers,--,,178621.0,2024,1,28
,,CS Computers,151425,,179449.0,2024,1,9
,,CS Computers,"--
--",,179661.0,2024,1,25
,,CS Computers,--,,179894.0,2024,1,17
,,CS Computers,116230,,180601.0,2024,1,33
,,CS Computers,169320,,180984.0,2024,1,36
,,CS Computers,169320,,180984.0,2024,1,37
,,CS Computers,101375,,181053.0,2024,1,14
,,CS Computers,125562,,181053.0,2024,1,14
,,CS Computers,--,,181609.0,2024,1,23
,,CS Computers,--,,182393.0,2024,1,9
,,CS Computers,--,,182510.0,2024,1,31
,,CS Computers,--,,184309.0,2024,1,39
,,CS Computers,110900,,184604.0,2024,1,27
,,CS Computers,--,,184895.0,2024,1,47
,,CS Computers,--,,184947.0,2024,1,33
,,CS Computers,--,,185220.0,2024,1,38
,,CS Computers,--,,186709.0,2024,1,7
,,CS Computers,--,,186722.0,2024,1,28
,,CS Computers,--,,187259.0,2024,1,31
,,CS Computers,--,,188135.0,2024,1,45
,,CS Computers,--,,188200.0,2024,1,26
,,CS Computers,--,,188223.0,2024,1,25
,,CS Computers,--,,188346.0,2024,1,45
,,CS Computers,101375,,188987.0,2024,1,10
,,CS Computers,112302,,188987.0,2024,1,10
,,CS Computers,102679,,189178.0,2024,1,26
,,CS Computers,--,,189214.0,2024,1,44
,,CS Computers,--,,189276.0,2024,1,36
,,CS Computers,--,,190211.0,2024,1,7
,,CS Computers,--,,192224.0,2024,1,24
,,CS Computers,--,,192224.0,2024,1,39
,,CS Computers,--,,192306.0,2024,1,22
,,CS Computers,--,,192613.0,2024,1,31
,,CS Computers,75286,,192721.0,2024,1,27
,,CS Computers,97639,,194011.0,2024,1,27
,,CS Computers,--,,194067.0,2024,1,34
,,CS Computers,75438,,194689.0,2024,1,36
,,CS Computers,117232,,196380.0,2024,1,9
,,CS Computers,--,,196472.0,2024,1,28
,,CS Computers,--,,196789.0,2024,1,37
,,CS Computers,--,,196789.0,2024,1,37
,,CS Computers,200579,,198147.0,2024,1,31
,,CS Computers,--,,198367.0,2024,1,39
,,CS Computers,--,,198586.0,2024,1,37
,,CS Computers,--,,198586.0,2024,1,37
,,CS Computers,--,,198737.0,2024,1,38
,,CS Computers,98185 237871,,199910.0,2024,1,30
,,CS Computers,83253,,199911.0,2024,1,31
,,CS Computers,56832,,200226.0,2024,1,38
,,CS Computers,--,,200401.0,2024,1,37
,,CS Computers,165719,,200440.0,2024,1,40
,,CS Computers,78792,,200528.0,2024,1,49
,,CS Computers,--,,200555.0,2024,1,10
,,CS Computers,--,,200812.0,2024,1,10
,,CS Computers,--,,200944.0,2024,1,44
,,CS Computers,--,,201105.0,2024,1,36
,,CS Computers,--,,201105.0,2024,1,37
,,CS Computers,--,,202636.0,2024,1,25
,,CS Computers,83560,,202786.0,2024,1,37
,,CS Computers,--,,203045.0,2024,1,16
,,CS Computers,"112518
--
--
111536",,205662.0,2024,1,30
,,CS Computers,--,,206114.0,2024,1,35
,,CS Computers,116230,,206359.0,2024,1,33
,,CS Computers,--,,206478.0,2024,1,28
,,CS Computers,--,,206625.0,2024,1,39
,,CS Computers,--,,206784.0,2024,1,33
,,CS Computers,102148,,208001.0,2024,1,42
,,CS Computers,103308,,208175.0,2024,1,33
,,CS Computers,98185 237871,,208459.0,2024,1,30
,,CS Computers,--,,211725.0,2024,1,21
,,CS Computers,--,,211725.0,2024,1,28
,,CS Computers,--,,211938.0,2024,1,33
,,CS Computers,--,,213954.0,2024,1,35
,,CS Computers,--,,214024.0,2024,1,20
,,CS Computers,127954,,215621.0,2024,1,34
,,CS Computers,--,,217717.0,2024,1,38
,,CS Computers,--,,218463.0,2024,1,35
,,CS Computers,89795,,220118.0,2024,1,11
,,CS Computers,46812,,220404.0,2024,1,24
,,CS Computers,172959,,221252.0,2024,1,14
,,CS Computers,100643,,221329.0,2024,1,40
,,CS Computers,91689,,221638.0,2024,1,35
,,CS Computers,170177,,221909.0,2024,1,46
,,CS Computers,165719,,223287.0,2024,1,40
,,CS Computers,122447,,223344.0,2024,1,37
,,CS Computers,--,,223458.0,2024,1,33
,,CS Computers,151425,,224294.0,2024,1,9
,,CS Computers,--,,224698.0,2024,1,34
,,CS Computers,--,,224891.0,2024,1,11
,,CS Computers,--,,228597.0,2024,1,43
,,CS Computers,--,,228597.0,2024,1,44
,,CS Computers,150623,,228855.0,2024,1,36
,,CS Computers,--,,228855.0,2024,1,6
,,CS Computers,200579,,228855.0,2024,1,31
,,CS Computers,--,,229011.0,2024,1,37
,,CS Computers,--,,229274.0,2024,1,35
,,CS Computers,--,,232294.0,2024,1,13
,,CS Computers,--,,232993.0,2024,1,38
,,CS Computers,--,,233966.0,2024,1,10
,,CS Computers,--,,234228.0,2024,1,45
,,CS Computers,--,,234828.0,2024,1,30
,,CS Computers,--,,234941.0,2024,1,43
,,CS Computers,170177,,242052.0,2024,1,46
,,CS Computers,170177,,243357.0,2024,1,46
,,CS Computers,98632,,244749.0,2024,1,21
,,CS Computers,--,,245053.0,2024,1,51
,,CS Computers,--,,248145.0,2024,1,19
,,CS Computers,--,,248863.0,2024,1,51
,,CS Computers,58804,,249972.0,2024,1,37
,,CS Computers,--,,252044.0,2024,1,38
,,CS Computers,--,,252824.0,2024,1,32
,,CS Computers,--,,252824.0,2024,1,32
,,CS Computers,--,,253281.0,2024,1,39
,,CS Computers,93217,,254002.0,2024,1,9
,,CS Computers,--,,256196.0,2024,1,41
,,CS Computers,--,,256691.0,2024,1,31
,,CS Computers,93246,,259109.0,2024,1,38
,,CS Computers,--,,260990.0,2024,1,51
,,CS Computers,--,,261426.0,2024,1,24
,,CS Computers,--,,262571.0,2024,1,7
,,CS Computers,--,,269916.0,2024,1,40
,,CS Computers,--,,269916.0,2024,1,41
,,CS Computers,--,,271116.0,2024,1,21
,,CS Computers,--,,274285.0,2024,1,36
,,CS Computers,--,,274285.0,2024,1,37
,,CS Computers,--,,274285.0,2024,1,36
,,CS Computers,172959,,274529.0,2024,1,14
,,CS Computers,--,,101644198143.0,2024,1,36
,,CS Computers,--,,101644198143.0,2024,1,37
,,CS Computers,--,,103456164201.0,2024,1,31
,,CS Computers,--,,103839119297.0,2024,1,49
,,CS Computers,--,,103839175378.0,2024,1,48
,,CS Computers,125408,,104471108584.0,2024,1,9
,,CS Computers,--,,105049182593.0,2024,1,32
,,CS Computers,--,,105637258842.0,2024,1,36
,,CS Computers,--,,106805199296.0,2024,1,33
,,CS Computers,--,,107534173845.0,2024,1,34
,,CS Computers,--,,108022179302.0,2024,1,43
,,CS Computers,--,,108261148495.0,2024,1,49
,,CS Computers,--,,108616237031.0,2024,1,31
,,CS Computers,--,,108714100840.0,2024,1,10
,,CS Computers,--,,108750237536.0,2024,1,45
,,CS Computers,--,,108981107143.0,2024,1,33
,,CS Computers,--,,109170250117.0,2024,1,44
,,CS Computers,--,,109618116151.0,2024,1,34
,,CS Computers,57826,,110852133203.0,2024,1,42
,,CS Computers,84576,,111663110183.0,2024,1,48
,,CS Computers,84576,,111663124162.0,2024,1,49
,,CS Computers,84576,,111663124162.0,2024,1,48
,,CS Computers,81301,,111872108672.0,2024,1,48
,,CS Computers,,,112586135521.0,2024,1,40
,,CS Computers,116933,,113978141103.0,2024,1,31
,,CS Computers,93630,,114712129265.0,2024,1,31
,,CS Computers,--,,115039163288.0,2024,1,19
,,CS Computers,--,,115039264125.0,2024,1,19
,,CS Computers,--,,115093164201.0,2024,1,31
,,CS Computers,--,,115975200401.0,2024,1,35
,,CS Computers,,,116933139230.0,2024,1,17
,,CS Computers,"75009
--",,117107102506.0,2024,1,51
,,CS Computers,,,118398179017.0,2024,1,40
,,CS Computers,--,,120980115981.0,2024,1,5
,,CS Computers,101375,,122806103250.0,2024,1,10
,,CS Computers,--,,124205135081.0,2024,1,30
,,CS Computers,"--
--",,124306179894.0,2024,1,25
,,CS Computers,122447,,125312108204.0,2024,1,37
,,CS Computers,--,,127449195572.0,2024,1,7
,,CS Computers,86781,,128739105051.0,2024,1,46
,,CS Computers,--,,128742235394.0,2024,1,24
,,CS Computers,"--
--",,129337227651.0,2024,1,50
,,CS Computers,--,,129463111000.0,2024,1,48
,,CS Computers,--,,129463113174.0,2024,1,11
,,CS Computers,47512,,129493131628.0,2024,1,17
,,CS Computers,46666,,130070141298.0,2024,1,45
,,CS Computers,"88263
--",,131306109796.0,2024,1,51
,,CS Computers,93630,,131890124637.0,2024,1,31
,,CS Computers,--,,133527199208.0,2024,1,40
,,CS Computers,--,,133527248484.0,2024,1,41
,,CS Computers,--,,135052101346.0,2024,1,23
,,CS Computers,--,,135081176454.0,2024,1,30
,,CS Computers,--,,137245191634.0,2024,1,38
,,CS Computers,,,138215183858.0,2024,1,17
,,CS Computers,--,,138685201722.0,2024,1,30
,,CS Computers,--,,139245205750.0,2024,1,26
,,CS Computers,--,,139245272508.0,2024,1,26
,,CS Computers,--,,140373123085.0,2024,1,18
,,CS Computers,--,,140954199167.0,2024,1,26
,,CS Computers,--,,142864206114.0,2024,1,35
,,CS Computers,116230,,143556103659.0,2024,1,33
,,CS Computers,--,,143589206114.0,2024,1,23
,,CS Computers,116933,,144481149785.0,2024,1,31
,,CS Computers,117450,,145200117606.0,2024,1,47
,,CS Computers,200579,,145780187279.0,2024,1,31
,,CS Computers,--,,148470239416.0,2024,1,33
,,CS Computers,167532,,149420150432.0,2024,1,9
,,CS Computers,--,,150432124577.0,2024,1,34
,,CS Computers,116933,,151655198147.0,2024,1,31
,,CS Computers,--,,152473228522.0,2024,1,30
,,CS Computers,--,,152473256911.0,2024,1,39
